"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
620,"480316",NA,"point verified","1","Ocracoke School","Walter Padgett","1 Schoolhouse Rd","1 Schoolhouse Rd","Ocracoke",27960,"2529283251","PO Box 189","Ocracoke",27960,"2529285380","http://www.hyde.k12.nc.us","Hyde",NA,"Public","Regular School","None","Traditional","-",21,"PK","12","yes","yes","yes","yes",NA,884991.249899998,155272.984499998
621,"510336",NA,NA,NA,"East Clayton Elementary","Patty Whittington","2075 NC Highway 42 East","2075 NC Highway 42 East","Clayton",27527,"9195505311","2075 NC Highway 42 East","Clayton",27527,"9195505266","http://johnstoncounty.nc.schoolwebpages.com/educa","Johnston",NA,"Public","Regular School","None","Traditional","-",44,"PK","05","yes","yes",NA,NA,NA,663654.624899998,210709.906100001
622,"630342",NA,NA,NA,"Pinehurst Elementary","Sara Bigley","100 Dundee Road","100 Dundee Road","Pinehurst",28374,"9102956969","PO Box 729","Pinehurst",28370,"9102951027","http://schoolcenter.mcs.k12.nc.us/ph","Moore",NA,"Public","Regular School","None","Traditional and Year Round","-",22,"KG","05",NA,"yes",NA,NA,NA,567443.687700003,160936.968600001
623,"670321",NA,"point verified","1","Hunters Creek Elementary","Mary Dyer","3450 Hunters Trail","3450 Hunters Trail","Jacksonville",28546,"9103534443","3450 Hunters Trail","Jacksonville",28546,"9103534425","http://hunterscreek.nc.oce.schoolinsites.com/","Onslow","SA","Public","Regular School","None","Traditional","-",36,"PK","05","yes","yes",NA,NA,NA,761936.937299997,111434.765799999
624,"670335",NA,NA,NA,"Queens Creek Elementary","Elaine Justice","159 Queens Creek Road","159 Queens Creek Road","Swansboro",28584,"9103265115","159 Queens Creek Road","Swansboro",28584,"9103265235","http://queenscreekelementary.homestead.com/","Onslow","SA","Public","Regular School","None","Traditional","-",45,"PK","05","yes","yes",NA,NA,NA,778556.562700003,107078.9296
625,"690324",NA,NA,NA,"Pamlico County Primary","Linda Ollison","323 Neals Creek Road","323 Neals Creek Road","Bayboro",28515,"2527453404","323 Neals Creek Road","Bayboro",28515,"2527453118","http://pcps.pamlico.k12.nc.us/","Pamlico","SA","Public","Regular School","None","Traditional","-",15,"PK","02","yes","yes",NA,NA,NA,811728.937299997,156530.468699999
626,"960316",NA,NA,NA,"Carver Elementary","Lori Goodman","400 Old Seven Springs Rd","400 Old Seven Springs Rd","Mount Olive",28365,"9196587330","400 Old Seven Springs Rd","Mount Olive",28365,"9196587326","http://www.waynecountyschools.org/316/","Wayne","SA","Public","Regular School","None","Traditional","-",39,"PK","04","yes","yes",NA,NA,NA,695965.875,161315.421700001
627,"920304",NA,"point verified","1","Adams Elementary","Douglas Hooper","805 Cary Towne Blvd","805 Cary Towne Blvd","Cary",27511,"9194603431","805 Cary Towne Blvd","Cary",27511,"9194603439","http://adamses.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",54,"KG","05",NA,"yes",NA,NA,NA,631158.687700003,224953.593600001
628,"40305",NA,"point verified","1","Anson Academy","Michael McLeod","891 Highway 742 S","1027 East Caswell Street","Wadesboro",28170,"7049949284","320 Camden Road","Wadesboro",28170,"704695673","http://www.ansonschools.org","Anson",NA,"Public","Alternative Education","None","Traditional","-",1,"06","12",NA,NA,"yes","yes",NA,511186.624799997,133350.6248
629,"241304",NA,NA,NA,"Central Middle","Thomas McLam","310 S Martin L King Jr Ave","310 S Martin L King Jr Ave","Whiteville",28472,"9106423546","310 S Martin L King Jr Ave","Whiteville",28472,"9106427484","http://cms.whiteville.k12.nc.us/","Columbus","SA","Public","Regular School","None","Traditional","-",33,"06","08",NA,NA,"yes",NA,NA,636234.062399998,64007.4257000014
630,"260383",NA,"point verified","1","Mac Williams Middle","Steven Morris","4644 Clinton Road","4644 Clinton Road","Fayetteville",28312,"9104838222","4644 Clinton Road","Fayetteville",28312,"9104834831","http://www.mwms.ccs.k12.nc.us/","Cumberland","SA","Public","Regular School","None","Traditional","-",71,"06","08",NA,NA,"yes",NA,NA,630937.261799999,142536.377099998
631,"260397",NA,"point verified","1","E Melvin Honeycutt Elementary","Lori Mueller","4665 Lakewood Drive","4665 Lakewood Drive","Fayetteville",28306,"9104262020","4665 Lakewood Drive","Fayetteville",28306,"9104262024","http://www.hces.ccs.k12.nc.us/","Cumberland","SA","Public","Regular School","None","Traditional","-",47,"KG","05",NA,"yes",NA,NA,NA,610248.624899998,138775.734299999
632,"260459",NA,"point verified","1","William T Brown Elementary","Janet Kehoe","2522 Andrews Church Road","2522 Andrews Church Road","Spring Lake",28390,"9104971258","2522 Andrews Church Road","Spring Lake",28390,"9104970882","http://www.wtbes.ccs.k12.nc.us/index.htm","Cumberland","SA","Public","Regular School","None","Year Round","-",31,"PK","05","yes","yes",NA,NA,NA,612767.437399998,156260.656100001
633,"820350",NA,"point verified","1","Midway Elementary","Jennifer Daniels","1500 Midway Elementary Rd","1500 Midway Elem School Rd","Dunn",28334,"9105672244","1500 Midway Elem School Rd","Dunn",28334,"9105672999","http://www.sampson.k12.nc.us/MES/DreamweaverTP/MI","Sampson","SA","Public","Regular School","None","Traditional","-",28,"PK","05","yes","yes",NA,NA,NA,654730.125,159911.7031
634,"10310","yes, 2012",NA,NA,"Broadview Middle","Reginald Davis","2229 Broadview Drive","2229 Broadview Drive","Burlington",27217,"3365706195","2229 Broadview Drive",NA,0,"3365706202","http://brm.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",46,"06","08",NA,NA,"yes",NA,NA,573783.617799997,259382.8299
635,"10320",NA,NA,NA,"E M Yoder Elementary","Leslie Eldreth","301 N Charles Street","301 N Charles Street","Mebane",27302,"9195633722","301 N Charles Street",NA,0,"9195639079","http://eye.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",28,"PK","05","yes","yes",NA,NA,NA,584935.499799997,260679.703000002
636,"10324","yes, 2012","down the street","1","Eastern Alamance High","Dave Ebert","4040 Mebane Rogers","4040 Mebane Rogers","Mebane",27302,"9195635991","4040 Mebane Rogers",NA,0,"9195636114","http://eah.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",70,"09","12",NA,NA,NA,"yes",NA,582315.413800001,262225.688700002
637,"10326",NA,"point verified","1","Eastlawn Elementary","Whitney Oakley","502 N Graham Hopedale Road","502 N Graham Hopedale Road","Burlington",27217,"3365706180","502 N Graham Hopedale Road",NA,0,"3365706204","http://eae.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Year Round","-",39,"PK","05","yes","yes",NA,NA,NA,573036.999799997,260939.515799999
638,"10340",NA,NA,NA,"Elon Elementary","Jack Davern","510 E Haggard Avenue","510 E Haggard Avenue","Elon",27244,"3365386000","510 E Haggard Avenue",NA,0,"3365386003","http://ece.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",40,"PK","05","yes","yes",NA,NA,NA,564617.562299997,261161.781100001
639,"10346","yes, 2012","across the street","1","B Everett Jordan Elem","Vacant -","5827 Church Road","5827 Church Road","Graham",27253,"3363763673","5827 Church Road",NA,0,"3363766243","http://bje.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",33,"KG","05",NA,"yes",NA,NA,NA,580153.233999997,242938.522
640,"10348",NA,NA,NA,"Graham High","Charlotte Holmes","903 Trollinger Road","903 Trollinger Road","Graham",27253,"3365706440","903 Trollinger Road",NA,0,"3365706446","http://grh.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",53,"09","12",NA,NA,NA,"yes",NA,575180.999899998,258166.2971
641,"10350",NA,"point verified","1","Graham Middle","Ronald Villines","311 E Pine Street","311 E Pine Street","Graham",27253,"3365706460","311 E Pine Street",NA,0,"3365706464","http://grm.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Year Round","-",50,"06","08",NA,NA,"yes",NA,NA,573894.5625,257193.734200001
642,"10354",NA,"point verified","1","Harvey R Newlin Elementary","Larry Conte","316 Carden Street","316 Carden Street","Burlington",27215,"3365706125","316 Carden Street",NA,0,"3365706207","http://hne.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",39,"PK","05","yes","yes",NA,NA,NA,571672.0625,257870.765500002
643,"10357","yes, 2012","down the street","1","Haw River Elementary","Julie Jailall","701 E Main Street","701 E Main Street","Haw River",27258,"0","701 E Main Street",NA,0,"3365788336","http://hre.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Year Round","-",35,"PK","05","yes","yes",NA,NA,NA,577341.994099997,260052.671799999
644,"10358",NA,NA,NA,"Hillcrest Elementary","Julie Bethea","1714 W Davis Street","1714 W Davis Street","Burlington",27215,"3365706120","1714 W Davis Street",NA,0,"3365706206","http://hie.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",29,"PK","05","yes","yes",NA,NA,NA,567965.437299997,261260.2656
645,"10360","yes, 2012",NA,"1","Hugh M Cummings High","Emmet Alexander","2200 N Mebane Street","2200 N Mebane Street","Burlington",27217,"3365706100","2200 N Mebane Street",NA,0,"3365706107","http://hch.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",61,"09","12",NA,NA,NA,"yes",NA,573844.530500002,259545.035799999
646,"10362",NA,NA,NA,"Marvin B Smith Elementary","Julie Hancock","2235 Delaney Drive","2235 Delaney Drive","Burlington",27215,"3365706140","2235 Delaney Drive",NA,0,"3365706209","http://mse.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",36,"PK","05","yes","yes",NA,NA,NA,566691.25,258375.2969
647,"10364",NA,NA,NA,"North Graham Elementary","Nancy Cothren","1025 Trollinger Road","1025 Trollinger Road","Graham",27253,"3365782272","1025 Trollinger Road",NA,0,"3365788335","http://nge.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Year Round","-",31,"PK","05","yes","yes",NA,NA,NA,575446.6875,258208.703200001
648,"10372","yes, 2012","down the street","1","Pleasant Grove Elementary","Shervawn Sockwell","2847 Pleasant Grv Sch Road","2847 Pleasant Grv Sch Road","Burlington",27217,"3364213701","2847 Pleasant Grv Sch Road",NA,0,"3364219844","http://pge.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",18,"PK","05","yes","yes",NA,NA,NA,582000.792900003,273776.48
649,"10374",NA,"point verified","1","R Homer Andrews Elementary","Christian Hairston","2630 Buckingham Road","2630 Buckingham Road","Burlington",27217,"3365706170","2630 Buckingham Road",NA,0,"3365706201","http://rae.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",40,"PK","05","yes","yes",NA,NA,NA,575037.562700003,260096.3127
650,"10378",NA,NA,NA,"SellarsGunn Alternative","Darrell Thomas","612 Apple Street","612 Apple Street","Burlington",27217,"3365706130","612 Apple Street",NA,0,"3365706208","http://sga.abss.k12.nc.us","Alamance",NA,"Public","Alternative Education","None","Traditional","-",29,"KG","12",NA,NA,NA,"yes",NA,570743.125,261233.890799999
651,"10380",NA,NA,NA,"South Graham Elementary","Elizabeth Price","320 Ivey Road","320 Ivey Road","Graham",27253,"3365706520","320 Ivey Road",NA,0,"3365706521","http://sge.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Year Round","-",45,"PK","05","yes","yes",NA,NA,NA,574019.437299997,255379
652,"10384",NA,NA,NA,"South Mebane Elementary","Rebecca Royal","600 S 3rd Street","600 S 3rd Street","Mebane",27302,"9195636905","600 S 3rd Street",NA,0,"9195634616","http://sme.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",35,"PK","05","yes","yes",NA,NA,NA,585045.124799997,259631.4375
653,"10388","yes, 2012","down the street",NA,"Southern High","Teresa Faucette","631 Southern High Road","631 Southern High Road","Graham",27253,"3365706400","631 Southern High Road",NA,0,"3365706404","http://sah.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",85,"09","12",NA,NA,NA,"yes",NA,572914.340899996,249849.737799998
654,"10390","yes, 2012","down the street","1","Southern Middle","Heather Ward","771 Southern High Road","771 Southern High Road","Graham",27253,"3365706500","771 Southern High Road",NA,0,"3365706504","http://sam.abss.k12.nc.us","Alamance","SA","Public","Regular School","None","Traditional","-",51,"06","08",NA,NA,"yes",NA,NA,572713.674999997,250120.4855
655,"10392","yes, 2012","across the street","1","Sylvan Elementary","Gaye Sartin","7718 Sylvan Road","7718 Sylvan Road","Snow Camp",27349,"3363763350","7718 Sylvan Road",NA,0,"3363763318","http://sye.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",23,"PK","05","yes","yes",NA,NA,NA,570182.912600003,236399.7753
656,"10394","yes, 2012","down the street","1","Turrentine Middle","Brian Williams","1710 Edgewood Avenue","1710 Edgewood Avenue","Burlington",27215,"3365706150","1710 Edgewood Avenue",NA,0,"3365706210","http://tum.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",54,"06","08",NA,NA,"yes",NA,NA,567909.512999997,259869.5251
657,"10396",NA,NA,NA,"Walter M Williams High","Joe Ferrell","1307 S Church Street","1307 S Church Street","Burlington",27215,"3365706161","1307 S Church Street",NA,0,"3365706214","http://wwh.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",69,"09","12",NA,NA,NA,"yes",NA,568948.062399998,259363.5156
658,"10403","yes, 2012","across the street","1","Western Middle","Gregory Holland","2100 Eldon Drive","2100 Eldon Drive","Elon",27244,"3365386010","2100 Eldon Drive",NA,0,"3365386012","http://wam.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",58,"06","08",NA,NA,"yes",NA,NA,564300.1712,267717.981400002
659,"10406","yes, 2012","down the street","1","Woodlawn Middle","Andrew Brehler","3970 Mebane Rogers Road","3970 Mebane Rogers Road","Mebane",27302,"9195633222","3970 Mebane Rogers Road",NA,0,"9195636807","http://wom.abss.k12.nc.us/","Alamance","SA","Public","Regular School","None","Traditional","-",42,"06","08",NA,NA,"yes",NA,NA,582169.164300002,262391.691
660,"20302",NA,"point verified","1","Alexander Central High","Doug Rhoney","223 School Drive","223 School Drive","Taylorsville",28681,"8286327063","223 School Drive",NA,0,"8286325387","http://www.alexander.k12.nc.us/achs.htm","Alexander","SA","Public","Regular School","None","Traditional","-",106,"09","12",NA,NA,NA,"yes",NA,412200.187600002,242738.468600001
661,"20306",NA,"point verified","1","East Alexander Middle","Rosanna Whisnant","1285 White Plains Road","1285 White Plains Road","Hiddenite",28636,"8286327565","1285 White Plains Road",NA,0,"8286324508","http://www.alexander.k12.nc.us/east.htm","Alexander","SA","Public","Regular School","None","Traditional","-",43,"06","08",NA,NA,"yes",NA,NA,418320.124799997,243796.781300001
662,"20316",NA,NA,NA,"Hiddenite Elementary","J Stilwell","374 Sulphur Springs Road","374 Sulphur Springs Road","Hiddenite",28636,"8286322503","374 Sulphur Springs Road",NA,0,"828635656","http://www.alexander.k12.nc.us/hidd.htm","Alexander","SA","Public","Regular School","None","Traditional","-",30,"KG","05",NA,"yes",NA,NA,NA,420912.843599997,241231.531399999
663,"20328",NA,NA,NA,"Taylorsville Elementary","Susan Campbell","100 7th Street SW","100 7th Street SW","Taylorsville",28681,"8286323072","100 7th Street SW",NA,0,"828632276","http://www.alexander.k12.nc.us/tay.htm","Alexander","SA","Public","Regular School","None","Traditional","-",17,"KG","05",NA,"yes",NA,NA,NA,412664.406000003,242992.640799999
664,"30316","yes, 2012","across town","1","Piney Creek Elementary","Sheila Richardson","559 Piney Creek Sch Road","559 Piney Creek Sch Road","Piney Creek",28663,"3363592988","559 Piney Creek Sch Road",NA,0,"3363598246","http://www.alleghany.k12.nc.us/pcs","Alleghany","SA","Public","Regular School","None","Traditional","-",14,"PK","08","yes","yes","yes",NA,NA,403273.788599998,312822.754000001
665,"30320","yes, 2012","across the street","1","Sparta Elementary","Marlene Smith","450 N Main Street","450 N Main Street","Sparta",28675,"3363728546","450 N Main Street",NA,0,"3363728732","http://www.alleghany.k12.nc.us/ses","Alleghany","SA","Public","Regular School","None","Traditional","-",44,"PK","08","yes","yes","yes",NA,NA,419137.322300002,308194.906500001
666,"40316","yes, 2012","down the street","1","Lilesville Elementary","Mary Ratliff","121 Camden Street","121 Camden Street","Lilesville",28091,"7048484975","121 Camden Street",NA,0,"7048484205","http://les.ansonschools.org/home.aspx","Anson","SA","Public","Regular School","None","Traditional","-",20,"KG","06",NA,"yes",NA,NA,NA,519271.166699998,134989.030299999
667,"70302",NA,NA,NA,"Eastern Elementary","Debra Kinsey","947 Hudnell Street","947 Hudnell Street","Washington",27889,"2529461611","947 Hudnell Street",NA,0,"2529741228","http://beaufort.ees.schoolfusion.us/","Beaufort","SA","Public","Regular School","None","Traditional","-",35,"PK","01","yes",NA,NA,NA,NA,787633.125100002,200862.109299999
668,"70327","yes, 2012","across the street","1","John C Tayloe Elementary","Bubs Carson","910 Tarboro Street","910 Tarboro Street","Washington",27889,"2529463350","910 Tarboro Street",NA,0,"2529757712","http://beaufort.jct.schoolfusion.us/","Beaufort","SA","Public","Regular School","None","Traditional","-",33,"02","03",NA,"yes",NA,NA,NA,785028.637500003,202304.278499998
